Id,LotArea,YearBuilt,Heating,CentralAir,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars
1111,8000,1995,GasA,Y,2,1,3,8,2
1112,10480,1976,GasA,Y,2,1,4,8,2
1113,7100,1957,GasA,Y,1,0,2,5,1
1114,8923,1953,GasA,Y,1,0,2,6,1
1115,5400,1954,GasA,Y,1,0,2,4,1
1116,12085,2007,GasA,Y,2,0,3,7,3
1117,7750,2002,GasA,Y,2,1,3,7,2
1118,9764,1967,GasA,Y,1,0,3,5,2
1119,13825,1958,GasA,Y,1,0,3,6,1
1120,7560,1959,GasA,Y,1,0,3,6,1
1121,8263,1920,GasA,Y,1,0,2,6,1
1122,10084,2005,GasA,Y,2,0,3,7,3
1123,8926,1956,GasA,Y,1,0,3,5,1
1124,9405,1947,GasA,Y,1,0,2,4,0
1125,9125,1992,GasA,Y,2,1,3,7,2
1126,10434,1955,GasA,Y,1,0,2,5,2
1127,3684,2007,GasA,Y,2,0,2,7,3
1128,14572,2004,GasA,Y,2,0,3,7,3
1129,11796,2004,GasA,Y,2,1,4,8,2
1130,7200,1980,GasA,Y,1,0,2,4,2
1131,7804,1928,GasA,Y,2,0,4,7,2
1132,10712,1991,GasA,Y,1,0,3,5,0
1133,9900,1880,GasW,Y,2,0,5,8,1
1134,9828,1995,GasA,Y,2,1,3,8,2
1135,8773,1997,GasA,Y,2,1,3,7,2
1136,6180,1926,GasA,N,1,0,2,5,1
1137,9600,1950,GasA,Y,1,0,3,6,1
1138,6342,1875,GasA,N,1,0,2,6,0
1139,9819,1977,GasA,Y,2,0,2,5,2
1140,8731,1920,GasA,Y,1,0,3,6,2
1141,7350,1951,GasA,Y,1,0,2,4,2
1142,10304,1976,GasA,Y,2,1,4,9,2
1143,9965,2006,GasA,Y,3,0,4,11,3
1144,9000,1959,GasA,Y,1,0,3,5,0
1145,12180,1941,Grav,N,1,0,2,5,1
1146,6240,1928,GasA,Y,1,0,3,8,1
1147,11200,1985,GasA,Y,2,0,3,5,2
1148,12000,1941,GasA,Y,1,1,3,7,1
1149,5700,1926,GasA,Y,1,0,2,5,1
1150,9000,1920,GasA,Y,1,0,3,7,2
1151,8280,1950,GasA,Y,1,0,2,4,1
1152,17755,1959,GasA,Y,1,1,3,6,2
1153,14115,1956,GasA,Y,1,0,2,6,2
1154,5890,1930,GasA,Y,1,0,2,5,1
1155,13700,1965,GasA,Y,1,2,4,8,2
1156,10768,1976,GasA,Y,2,0,3,6,2
1157,9350,1965,GasA,Y,2,0,3,6,2
1158,5001,2007,GasA,Y,2,0,2,6,2
1159,11932,2007,GasA,Y,2,0,3,7,3
1160,9120,1974,GasA,Y,2,1,4,8,2
1161,2280,1978,GasA,Y,2,1,3,7,2
1162,14778,1954,GasA,Y,1,0,3,7,2
1163,8724,1968,GasA,Y,1,0,3,5,2
1164,12900,1969,GasA,Y,0,2,0,6,2
1165,16157,1978,GasA,Y,1,1,2,5,2
1166,9541,2009,GasA,Y,2,0,3,7,2
1167,10475,2008,GasA,Y,2,0,3,7,3
1168,10852,2000,GasA,Y,2,1,3,7,2
1169,13728,1935,GasA,Y,2,0,4,7,2
1170,35760,1995,GasA,Y,3,1,4,10,3
1171,9880,1977,GasA,Y,1,0,3,6,1
1172,9120,1958,GasA,Y,1,0,3,6,2
1173,4017,2006,GasA,Y,2,1,2,5,2
1174,18030,1946,GasA,Y,3,0,3,12,0
1175,16560,1932,GasA,Y,2,1,4,9,2
1176,10678,1992,GasA,Y,2,1,4,9,2
1177,6951,1984,GasA,Y,1,0,3,5,1
1178,3950,1926,GasA,Y,1,0,3,5,1
1179,7681,1921,GasA,Y,1,1,3,7,1
1180,8335,1954,GasA,Y,1,0,3,5,0
1181,11170,1990,GasA,Y,2,1,4,8,2
1182,5587,2008,GasA,Y,2,0,2,5,2
1183,15623,1996,GasA,Y,3,1,4,10,3
1184,10800,1920,GasA,Y,1,0,2,5,2
1185,35133,1963,GasA,Y,1,1,3,5,3
1186,9738,1924,GasA,Y,1,0,4,7,1
1187,10615,1900,GasA,Y,2,0,3,7,2
1188,12461,1994,GasA,Y,2,0,2,5,3
1189,8935,2002,GasA,Y,2,1,3,7,2
1190,7500,1999,GasA,Y,2,1,3,7,2
1191,32463,1961,GasA,Y,1,0,3,7,4
1192,2645,1999,GasA,Y,2,1,2,5,2
1193,9600,1925,GasA,Y,1,0,3,6,1
1194,4500,1999,GasA,Y,2,0,2,5,2
1195,9364,1969,GasA,Y,1,1,4,7,1
1196,8029,2005,GasA,Y,2,1,3,8,2
1197,14054,2006,GasA,Y,2,1,4,9,3
1198,8850,1916,GasA,Y,1,0,3,7,1
1199,9100,2001,GasA,Y,2,0,3,6,2
1200,11235,1963,GasA,Y,1,1,3,6,2
1201,9353,1970,GasA,Y,1,0,3,5,1
1202,10400,1998,GasA,Y,2,1,3,6,2
1203,6000,1925,GasA,Y,1,0,3,5,1
1204,9750,2000,GasA,Y,2,0,3,6,2
1205,10140,1975,GasA,Y,1,1,3,6,2
1206,14684,1990,GasA,Y,2,0,3,7,3
1207,8900,1966,GasA,Y,1,0,2,5,1
1208,9135,2003,GasA,Y,2,0,3,7,2
1209,7763,1962,GasA,Y,1,0,3,6,2
1210,10182,2006,GasA,Y,2,0,3,8,2
1211,11218,1992,GasA,Y,2,1,3,8,2
1212,12134,1988,GasA,Y,2,0,4,8,2
1213,9340,1941,GasA,Y,1,0,2,4,1
1214,10246,1965,GasA,Y,0,0,0,3,1
1215,10205,1962,GasA,Y,1,0,3,6,1
1216,7094,1966,GasA,Y,1,0,3,5,1
1217,8930,1978,GasA,Y,2,0,4,8,2
1218,8640,2009,GasA,Y,2,0,3,6,2
1219,6240,1947,GasA,N,1,0,2,3,0
1220,1680,1971,GasA,Y,1,1,3,7,0
1221,7800,1964,GasA,Y,1,0,2,5,1
1222,8250,1968,GasA,Y,1,0,3,5,1
1223,10496,1949,GasA,Y,2,0,3,7,1
1224,10680,1951,GasA,N,2,0,4,7,2
1225,15384,2004,GasA,Y,2,1,3,8,2
1226,10482,1958,GasA,Y,1,0,3,6,1
1227,14598,2007,GasA,Y,2,1,4,9,3
1228,8872,1965,GasA,Y,1,0,2,5,2
1229,8769,2008,GasA,Y,1,1,1,7,3
1230,7910,1960,GasA,Y,2,0,4,7,1
1231,18890,1977,GasA,Y,2,2,4,12,2
1232,7728,1962,GasA,Y,1,0,3,6,2
1233,9842,1962,GasA,Y,2,0,2,6,2
1234,12160,1959,GasA,Y,1,0,3,6,2
1235,8525,1911,GasA,N,1,1,4,7,0
1236,13132,1914,GasA,Y,1,1,4,9,1
1237,2628,2003,GasA,Y,2,1,2,6,2
1238,12393,2004,GasA,Y,2,1,4,8,2
1239,13072,2005,GasA,Y,1,1,3,6,2
1240,9037,2006,GasA,Y,2,0,2,6,2
1241,8158,2003,GasA,Y,2,1,3,8,2
1242,9849,2007,GasA,Y,2,0,3,7,3
1243,10625,1974,GasA,Y,2,0,3,6,2
1244,13891,2006,GasA,Y,2,1,2,7,3
1245,11435,1929,GasA,Y,1,0,3,7,2
1246,12090,1984,GasA,Y,3,1,3,7,2
1247,8125,2005,GasA,Y,2,1,3,6,2
1248,12328,1976,GasA,Y,1,0,3,6,3
1249,9600,1917,OthW,N,1,1,3,8,2
1250,7200,1950,GasA,Y,1,0,3,6,1
1251,11160,1968,GasA,Y,2,1,3,8,2
1252,3136,2003,GasA,Y,2,0,2,6,2
1253,9858,1968,GasA,Y,1,0,3,5,1
1254,17542,1974,GasA,Y,2,1,3,9,2
1255,6931,2003,GasA,Y,2,1,3,7,2
1256,6240,1931,GasA,Y,1,0,3,6,1
1257,14303,1994,GasA,Y,2,0,2,7,2
1258,4060,1922,GasA,Y,1,0,2,4,0
1259,9587,2005,GasA,Y,2,0,2,5,2
1260,9750,1969,GasA,Y,1,1,3,6,2
1261,24682,1999,GasA,Y,2,1,3,7,2
1262,9600,1956,GasA,Y,1,0,2,5,1
1263,11250,1957,GasA,Y,1,0,5,8,1
1264,13515,1919,GasA,Y,1,0,3,8,2
1265,4060,1998,GasA,Y,2,0,2,5,2
1266,3735,1999,GasA,Y,2,1,3,6,2
1267,10120,1910,GasA,N,1,1,4,9,1
1268,13214,2008,GasA,Y,2,0,3,10,3
1269,14100,1935,GasA,Y,3,1,4,11,3
1270,11344,1958,GasW,Y,1,1,3,7,1
1271,23595,1979,GasA,Y,0,1,0,4,2
1272,9156,1968,GasA,Y,2,0,3,7,2
1273,13526,1965,GasA,Y,1,0,3,5,1
1274,11512,1959,GasA,Y,1,0,2,5,1
1275,5362,1910,GasA,Y,2,0,3,8,2
1276,11345,1948,GasA,Y,2,0,4,10,2
1277,12936,1972,GasA,Y,1,1,3,6,2
1278,17871,1967,GasA,Y,1,1,3,7,2
1279,9473,2002,GasA,Y,2,1,3,7,2
1280,7500,1920,GasA,Y,1,0,2,6,2
1281,9808,2002,GasA,Y,2,0,3,6,2
1282,8049,1990,GasA,Y,2,0,2,6,2
1283,8800,1977,GasA,Y,2,0,3,5,2
1284,9400,1971,GasA,Y,2,2,4,8,0
1285,9638,1919,GasA,Y,2,0,4,10,1
1286,6000,1939,GasA,Y,1,0,4,6,1
1287,9790,1963,GasA,Y,1,1,3,6,2
1288,36500,1964,GasA,Y,2,0,4,7,2
1289,5664,2000,GasA,Y,2,0,2,5,2
1290,11065,2006,GasA,Y,2,1,3,8,3
1291,14112,1964,GasA,Y,1,0,3,6,2
1292,1680,1972,GasA,Y,2,1,3,6,1
1293,6600,1892,GasA,N,2,0,4,11,1
1294,10140,1976,GasA,Y,2,1,4,8,2
1295,8172,1955,GasA,Y,1,0,2,5,2
1296,8400,1968,GasA,Y,1,1,3,5,1
1297,8700,1963,GasA,Y,2,0,3,6,2
1298,3675,2005,GasA,Y,2,0,2,5,2
1299,63887,2008,GasA,Y,2,1,3,12,2
1300,7500,1959,GasA,Y,1,1,3,6,1
1301,10762,1999,GasA,Y,2,1,3,9,2
1302,7500,1942,GasA,Y,1,0,3,7,1
1303,10120,1994,GasA,Y,2,1,4,8,3
1304,8688,2005,GasA,Y,2,0,3,7,3
1305,3363,2004,GasA,Y,2,0,3,7,2
1306,13173,2006,GasA,Y,2,0,2,6,2
1307,6955,2005,GasA,Y,2,0,2,6,2
1308,8072,1994,GasA,Y,1,0,3,5,2
1309,12000,1948,GasA,Y,1,0,2,6,2
1310,7153,1991,GasA,Y,2,0,3,6,2
1311,17500,1959,GasA,Y,2,0,3,7,2
1312,8814,2005,GasA,Y,2,0,3,6,2
1313,9572,1990,GasA,Y,2,1,4,9,2
1314,14774,1999,GasA,Y,2,1,4,10,3
1315,8190,1954,GasA,Y,1,0,3,5,1
1316,11075,1969,GasA,Y,2,1,4,9,2
1317,10226,2008,GasA,Y,2,0,3,8,3
1318,4230,2006,GasA,Y,2,0,2,5,2
1319,14781,2001,GasA,Y,2,0,3,7,3
1320,10215,1954,GasA,Y,1,0,3,5,1
1321,8400,1957,GasA,Y,1,1,3,6,2
1322,6627,1949,Floor,N,1,0,2,4,1
1323,10186,1992,GasA,Y,2,1,3,8,2
1324,5330,1940,GasA,Y,1,0,2,5,0
1325,9986,2006,GasA,Y,2,0,2,7,3
1326,3636,1922,GasA,N,1,0,2,5,0
1327,4270,1931,GasA,Y,1,0,3,6,0
1328,6600,1982,GasA,Y,1,0,3,5,1
1329,10440,1920,GasW,Y,2,0,5,8,2
1330,9084,1998,GasA,Y,2,1,3,8,2
1331,10000,2006,GasA,Y,2,0,3,7,3
1332,10780,1976,GasA,Y,1,0,3,6,2
1333,8877,1938,GasA,Y,1,0,2,3,1
1334,7200,1938,GasA,Y,1,1,2,6,1
1335,2368,1970,GasA,Y,1,1,3,7,2
1336,9650,1977,GasA,Y,2,0,2,6,2
1337,9246,1973,GasA,Y,2,0,4,8,2
1338,4118,1941,Grav,N,1,0,2,4,0
1339,13450,2002,GasA,Y,2,1,3,8,2
1340,9560,1972,GasA,Y,1,0,3,5,1
1341,8294,1971,GasA,Y,1,0,3,5,4
1342,13695,2003,GasA,Y,1,0,3,6,2
1343,9375,2002,GasA,Y,2,1,3,7,2
1344,7558,1928,GasA,Y,1,1,3,9,2
1345,11103,2006,GasA,Y,2,1,3,8,2
1346,6000,1920,GasA,Y,1,0,2,5,1
1347,20781,1968,GasA,Y,2,0,3,9,2
1348,15306,2006,GasA,Y,2,0,3,7,3
1349,16196,1998,GasA,Y,2,0,3,5,2
1350,5250,1872,OthW,N,2,0,4,8,0
1351,11643,1969,GasA,Y,2,2,6,12,4
1352,9247,1962,GasA,Y,1,1,4,8,2
1353,6000,1937,GasA,Y,1,0,2,4,2
1354,14720,1995,GasA,Y,2,1,4,9,3
1355,10316,2000,GasA,Y,2,1,3,7,3
1356,10192,1968,GasA,Y,3,0,4,8,2
1357,9477,1966,GasA,Y,1,0,3,5,1
1358,12537,1971,GasA,Y,1,1,3,6,2
1359,2117,2000,GasA,Y,2,1,3,5,2
1360,16737,2004,GasA,Y,2,0,3,8,3
1361,9842,1921,GasA,Y,3,1,4,8,2
1362,16158,2005,GasA,Y,2,0,3,7,2
1363,12513,1920,GasA,Y,2,0,4,7,1
1364,8499,2006,GasA,Y,2,1,3,6,2
1365,3180,2005,GasA,Y,2,1,2,4,2
1366,7500,2000,GasA,Y,2,1,3,7,2
1367,9179,1999,GasA,Y,2,1,3,7,2
1368,2665,1977,GasA,Y,2,0,4,6,1
1369,4435,2003,GasA,Y,1,0,1,4,2
1370,10635,2003,GasA,Y,2,0,3,8,2
1371,5400,1920,GasA,Y,1,0,2,6,1
1372,9600,1955,GasA,Y,1,0,3,8,1
1373,9750,1998,GasA,Y,2,1,3,8,2
1374,11400,2001,GasA,Y,2,1,2,8,3
1375,10625,2005,GasA,Y,2,1,3,9,3
1376,10991,2007,GasA,Y,2,0,3,7,3
1377,6292,1930,GasA,N,1,0,2,4,1
1378,10998,1941,GasA,Y,2,0,3,6,2
1379,1953,1973,GasA,Y,1,1,2,5,1
1380,9735,2006,GasA,Y,2,1,3,7,2
1381,8212,1914,GasA,N,1,0,2,5,1
1382,12925,1970,GasA,Y,2,1,4,7,2
1383,7200,1920,GasA,Y,1,1,4,8,2
1384,25339,1918,GasA,Y,2,0,3,7,2
1385,9060,1939,GasA,Y,1,0,2,6,1
1386,5436,1922,GasA,Y,1,0,3,7,1
1387,16692,1978,GasA,Y,3,1,5,12,2
1388,8520,1916,GasW,N,2,0,5,10,1
1389,14892,2006,GasA,Y,2,0,3,7,3
1390,6000,1941,GasA,Y,1,0,3,6,2
1391,9100,2000,GasA,Y,2,0,3,6,2
1392,8944,1967,GasA,Y,2,0,4,8,3
1393,7838,1967,GasA,Y,1,0,3,6,1
1394,10800,1905,GasA,N,2,0,3,7,2
1395,4045,2006,GasA,Y,2,0,2,6,3
1396,12665,2005,GasA,Y,2,1,4,9,3
1397,57200,1948,GasA,Y,1,0,3,7,2
1398,6120,1920,GasA,Y,1,1,4,8,1
1399,7200,1950,GasA,Y,1,1,3,7,1
1400,6171,1925,GasA,Y,2,1,3,7,1
1401,6000,1929,GasA,Y,1,0,3,5,1
1402,7415,2004,GasA,Y,2,1,3,8,2
1403,6762,2006,GasA,Y,2,0,2,6,2
1404,15256,2007,GasA,Y,2,0,3,6,3
1405,10410,1915,GasA,Y,1,0,3,6,3
1406,3842,2004,GasA,Y,2,0,2,5,2
1407,8445,1972,GasA,Y,1,0,2,5,2
1408,8780,1985,GasA,Y,1,0,3,5,0
1409,7740,1910,GasA,Y,1,0,3,6,2
1410,20544,1986,GasA,Y,2,1,3,7,2
1411,12420,2001,GasA,Y,2,1,3,6,2
1412,9600,1950,GasA,Y,1,1,3,6,1
1413,7200,1949,Wall,N,2,0,2,6,2
1414,10994,2005,GasA,Y,2,0,2,7,2
1415,13053,1923,GasA,Y,1,1,4,8,2
1416,3635,2007,GasA,Y,2,0,1,7,3
1417,11340,1885,GasA,Y,2,0,4,11,2
1418,16545,1998,GasA,Y,2,1,3,7,3
1419,9204,1963,GasA,Y,1,1,3,6,1
1420,16381,1969,GasA,Y,2,0,3,7,2
1421,11700,1968,GasA,Y,2,1,3,7,2
1422,4043,1977,GasA,Y,2,0,2,4,2
1423,4435,2003,GasA,Y,1,0,1,3,2
1424,19690,1966,GasA,Y,2,0,4,8,2
1425,9503,1958,GasA,Y,1,0,2,6,1
1426,10721,1959,GasA,Y,1,0,3,7,2
1427,10944,1994,GasA,Y,2,1,3,5,2
1428,10930,1945,GasA,Y,1,1,3,6,1
1429,7200,1940,GasA,Y,1,0,2,4,1
1430,12546,1981,GasA,Y,2,0,3,7,2
1431,21930,2005,GasA,Y,2,1,4,7,2
1432,4928,1976,GasA,Y,2,0,2,5,2
1433,10800,1927,GasA,Y,2,0,4,5,1
1434,10261,2000,GasA,Y,2,1,3,8,2
1435,17400,1977,GasA,Y,2,0,3,5,2
1436,8400,1962,GasA,Y,1,1,3,7,2
1437,9000,1971,GasA,Y,1,0,3,5,2
1438,12444,2008,GasA,Y,2,0,2,7,3
1439,7407,1957,GasA,Y,1,0,2,6,2
1440,11584,1979,GasA,Y,2,1,3,6,2
1441,11526,1922,GasA,Y,2,0,3,11,2
1442,4426,2004,GasA,Y,1,0,1,3,2
1443,11003,2008,GasA,Y,2,1,3,10,3
1444,8854,1916,Grav,N,1,0,2,4,1
1445,8500,2004,GasA,Y,2,0,3,7,2
1446,8400,1966,GasA,Y,1,0,3,6,1
1447,26142,1962,GasA,Y,1,0,3,6,1
1448,10000,1995,GasA,Y,2,1,3,8,2
1449,11767,1910,GasA,N,1,1,2,6,1
1450,1533,1970,GasA,Y,1,0,1,3,0
1451,9000,1974,GasA,Y,2,2,4,8,0
1452,9262,2008,GasA,Y,2,0,3,7,3
1453,3675,2005,GasA,Y,1,0,2,5,2
1454,17217,2006,GasA,Y,1,0,3,6,0
1455,7500,2004,GasA,Y,2,0,2,6,2
1456,7917,1999,GasA,Y,2,1,3,7,2
1457,13175,1978,GasA,Y,2,0,3,7,2
1458,9042,1941,GasA,Y,2,0,4,9,1
1459,9717,1950,GasA,Y,1,0,2,5,1
1460,9937,1965,GasA,Y,1,1,3,6,1
